"","X","Y","Z","loc","jaar"
"1:1948",206591.923,189601.772,23.169,"laren2-71","2019"
"1:1949",206590.918,189601.275,23.1,"laren2-72","2019"
"1:1950",206589.452,189600.485,23.005,"laren2-73","2019"
"1:1951",206588.021,189599.633,22.699,"laren2-74","2019"
"1:1952",206586.734,189598.989,22.991,"laren2-75","2019"
"1:1953",206585.104,189649.952,23.002,"laren3-1","2019"
"1:1954",206584.13,189649.023,23.012,"laren3-2","2019"
"1:1955",206583.099,189648.002,23.032,"laren3-3","2019"
"1:1956",206581.853,189646.785,22.835,"laren3-4","2019"
"1:1957",206581.03,189645.97,23.236,"laren3-5","2019"
"1:1958",206582.781,189651.78,23.276,"laren3-6","2019"
"1:1959",206581.987,189650.688,23.081,"laren3-7","2019"
"1:1960",206581.036,189649.387,23.009,"laren3-8","2019"
"1:1961",206580.096,189648.177,22.794,"laren3-9","2019"
"1:1962",206579.302,189647.078,23.16,"laren3-10","2019"
"1:1963",206579.478,189652.5,23.226,"laren3-11","2019"
"1:1964",206579.478,189652.483,23.219,"laren3-12","2019"
"1:1965",206578.959,189651.372,22.967,"laren3-13","2019"
"1:1966",206578.29,189649.54,22.538,"laren3-14","2019"
"1:1967",206577.974,189648.548,22.692,"laren3-15","2019"
"1:1968",206576.815,189653.085,23.129,"laren3-16","2019"
"1:1969",206576.354,189652.236,22.888,"laren3-17","2019"
"1:1970",206576.084,189651.161,22.448,"laren3-18","2019"
"1:1971",206575.886,189650.202,22.214,"laren3-19","2019"
"1:1972",206575.636,189649.654,22.663,"laren3-20","2019"
"1:1973",206573.587,189654.515,23.211,"laren3-21","2019"
"1:1974",206573.01,189653.382,22.919,"laren3-22","2019"
"1:1975",206572.433,189652.051,22.433,"laren3-23","2019"
"1:1976",206571.953,189651.166,22.318,"laren3-24","2019"
"1:1977",206571.528,189650.329,22.608,"laren3-25","2019"
"1:1978",206570.689,189661.166,23.069,"laren3-26","2019"
"1:1979",206569.784,189661.328,23.028,"laren3-27","2019"
"1:1980",206568.795,189661.319,22.987,"laren3-28","2019"
"1:1981",206567.741,189661.307,22.91,"laren3-29","2019"
"1:1982",206566.54,189661.131,22.757,"laren3-30","2019"
"1:1983",206570.656,189665.642,23.116,"laren3-31","2019"
"1:1984",206569.704,189665.878,22.966,"laren3-32","2019"
"1:1985",206568.545,189665.918,22.958,"laren3-33","2019"
"1:1986",206567.401,189665.862,22.914,"laren3-34","2019"
"1:1987",206566.275,189665.628,22.882,"laren3-35","2019"
"1:1988",206571.082,189669.252,23.025,"laren3-36","2019"
"1:1989",206569.978,189669.615,22.949,"laren3-37","2019"
"1:1990",206568.781,189670.001,22.935,"laren3-38","2019"
"1:1991",206567.575,189670.284,22.993,"laren3-39","2019"
"1:1992",206566.299,189670.922,23.051,"laren3-40","2019"
"1:1993",206572.229,189673.394,22.944,"laren3-41","2019"
"1:1994",206571.375,189673.951,22.881,"laren3-42","2019"
"1:1995",206570.457,189674.337,22.972,"laren3-43","2019"
"1:1996",206568.824,189674.981,22.96,"laren3-44","2019"
"1:1997",206567.219,189675.507,23.147,"laren3-45","2019"
"1:1998",206574.136,189676.549,22.986,"laren3-46","2019"
"1:1999",206573.31,189677.204,22.962,"laren3-47","2019"
"1:2000",206572.068,189677.75,22.978,"laren3-48","2019"
"1:2001",206570.797,189678.125,23.006,"laren3-49","2019"
"1:2002",206569.516,189678.671,23.125,"laren3-50","2019"
"1:2003",206575.861,189678.815,23.184,"laren3-51","2019"
"1:2004",206574.926,189679.57,22.908,"laren3-52","2019"
"1:2005",206573.629,189680.355,23.011,"laren3-53","2019"
"1:2006",206572.493,189680.909,23.005,"laren3-54","2019"
"1:2007",206571.052,189681.341,23.104,"laren3-55","2019"
"1:2008",206577.116,189681.872,22.967,"laren3-56","2019"
"1:2009",206576.14,189682.506,23.031,"laren3-57","2019"
"1:2010",206574.904,189683.151,22.991,"laren3-58","2019"
"1:2011",206573.53,189683.698,23.018,"laren3-59","2019"
"1:2012",206572.356,189684.033,23.076,"laren3-60","2019"
"1:2013",206578.718,189684.933,23.115,"laren3-61","2019"
"1:2014",206577.566,189685.355,23.005,"laren3-62","2019"
"1:2015",206576.256,189685.611,22.971,"laren3-63","2019"
"1:2016",206574.833,189686.138,23.033,"laren3-64","2019"
"1:2017",206573.255,189686.612,23.103,"laren3-65","2019"
"1:2018",206579.239,189687.557,23.165,"laren3-66","2019"
"1:2019",206578.119,189687.921,23.045,"laren3-67","2019"
"1:2020",206576.777,189688.158,23.037,"laren3-68","2019"
"1:2021",206575.147,189688.584,22.941,"laren3-69","2019"
"1:2022",206574.07,189688.946,22.991,"laren3-70","2019"
"1:2023",206579.829,189690.46,23.222,"laren3-71","2019"
"1:2024",206578.6,189690.564,23.1,"laren3-72","2019"
"1:2025",206576.942,189690.835,23.025,"laren3-73","2019"
"1:2026",206575.565,189691.08,22.864,"laren3-74","2019"
"1:2027",206574.38,189691.361,23.109,"laren3-75","2019"
"1:2028",206602.985,189738.26,23.114,"laren4-1","2019"
"1:2029",206602.309,189739.157,22.188,"laren4-2","2019"
"1:2030",206601.725,189740.332,22.383,"laren4-3","2019"
"1:2031",206600.815,189741.31,22.827,"laren4-4","2019"
"1:2032",206599.895,189742.555,23.304,"laren4-5","2019"
"1:2033",206605.673,189739.961,23.188,"laren4-6","2019"
"1:2034",206604.645,189740.728,22.52,"laren4-7","2019"
"1:2035",206603.548,189741.825,22.403,"laren4-8","2019"
"1:2036",206602.342,189742.501,22.905,"laren4-9","2019"
"1:2037",206601.199,189743.334,23.248,"laren4-10","2019"
"1:2038",206607.527,189742.118,22.954,"laren4-11","2019"
"1:2039",206606.145,189742.969,22.423,"laren4-12","2019"
"1:2040",206605.216,189743.207,22.153,"laren4-13","2019"
"1:2041",206603.427,189743.759,22.895,"laren4-14","2019"
"1:2042",206601.713,189744.262,23.08,"laren4-15","2019"
"1:2043",206607.722,189744.97,22.451,"laren4-16","2019"
"1:2044",206606.565,189745.266,22.461,"laren4-17","2019"
"1:2045",206605.001,189745.271,22.894,"laren4-18","2019"
"1:2046",206603.393,189745.474,23.063,"laren4-19","2019"
"1:2047",206601.951,189745.472,23.034,"laren4-20","2019"
"1:2048",206608.167,189747.29,22.489,"laren4-21","2019"
"1:2049",206606.863,189747.232,22.506,"laren4-22","2019"
"1:2050",206605.075,189746.909,22.976,"laren4-23","2019"
"1:2051",206603.772,189746.558,23.071,"laren4-24","2019"
"1:2052",206601.812,189745.953,23.068,"laren4-25","2019"
"1:2053",206607.791,189749.94,23.247,"laren4-26","2019"
"1:2054",206606.363,189749.327,22.783,"laren4-27","2019"
"1:2055",206604.436,189748.064,23.027,"laren4-28","2019"
"1:2056",206603.095,189747.155,23.067,"laren4-29","2019"
"1:2057",206601.604,189746.246,23.157,"laren4-30","2019"
"1:2058",206606.178,189752.313,23.333,"laren4-31","2019"
"1:2059",206604.822,189751.165,22.946,"laren4-32","2019"
"1:2060",206603.617,189750.196,22.954,"laren4-33","2019"
"1:2061",206602.257,189748.753,23.064,"laren4-34","2019"
"1:2062",206600.817,189747.337,23.34,"laren4-35","2019"
"1:2063",206603.962,189753.542,23.375,"laren4-36","2019"
"1:2064",206602.633,189751.884,23.018,"laren4-37","2019"
"1:2065",206601.604,189750.602,22.998,"laren4-38","2019"
"1:2066",206600.794,189749.563,23.058,"laren4-39","2019"
"1:2067",206599.752,189748.296,23.374,"laren4-40","2019"
"1:2068",206601.775,189754.634,23.166,"laren4-41","2019"
"1:2069",206600.864,189753.327,22.965,"laren4-42","2019"
"1:2070",206599.825,189751.888,23.033,"laren4-43","2019"
"1:2071",206598.974,189750.949,23.057,"laren4-44","2019"
"1:2072",206598.18,189749.901,23.328,"laren4-45","2019"
"1:2073",206598.768,189756.07,23.071,"laren4-46","2019"
"1:2074",206598.125,189755.333,23.048,"laren4-47","2019"
"1:2075",206597.142,189754.412,22.973,"laren4-48","2019"
"1:2076",206596.357,189753.44,22.922,"laren4-49","2019"
"1:2077",206595.334,189752.325,23.181,"laren4-50","2019"
"1:2078",206595.691,189758.139,23.048,"laren4-51","2019"
"1:2079",206595.07,189757.498,22.99,"laren4-52","2019"
"1:2080",206594.348,189756.624,23.014,"laren4-53","2019"
"1:2081",206593.711,189755.795,22.957,"laren4-54","2019"
"1:2082",206592.858,189754.829,23.025,"laren4-55","2019"
"1:2083",206593.086,189760.855,23.078,"laren4-56","2019"
"1:2084",206592.28,189759.988,23.009,"laren4-57","2019"
"1:2085",206591.596,189758.98,23.081,"laren4-58","2019"
"1:2086",206590.756,189758.011,23.054,"laren4-59","2019"
"1:2087",206590.13,189756.964,23.266,"laren4-60","2019"
"1:2088",206590.559,189762.148,23.141,"laren4-61","2019"
"1:2089",206589.94,189761.385,23.013,"laren4-62","2019"
"1:2090",206589.31,189760.481,22.992,"laren4-63","2019"
"1:2091",206588.544,189759.554,23.03,"laren4-64","2019"
"1:2092",206588.139,189758.774,23.394,"laren4-65","2019"
"1:2093",206587.839,189764.184,23.069,"laren4-66","2019"
"1:2094",206587.184,189763.641,22.895,"laren4-67","2019"
"1:2095",206586.621,189762.813,22.756,"laren4-68","2019"
"1:2096",206585.995,189761.989,22.819,"laren4-69","2019"
"1:2097",206585.333,189761.309,23.336,"laren4-70","2019"
"1:2098",206585.595,189765.98,23.224,"laren4-71","2019"
"1:2099",206584.981,189765.344,23.024,"laren4-72","2019"
"1:2100",206584.425,189764.334,22.803,"laren4-73","2019"
"1:2101",206583.912,189763.565,22.749,"laren4-74","2019"
"1:2102",206583.412,189762.604,23.355,"laren4-75","2019"
"1:2103",206586.287,189818.343,23.174,"laren5-1","2019"
"1:2104",206585.815,189819.307,22.89,"laren5-2","2019"
"1:2105",206585.134,189820.279,22.958,"laren5-3","2019"
"1:2106",206584.527,189821.235,23.128,"laren5-4","2019"
"1:2107",206583.715,189822.112,23.178,"laren5-5","2019"
"1:2108",206588.764,189820.082,23.101,"laren5-6","2019"
"1:2109",206588.519,189820.897,22.837,"laren5-7","2019"
"1:2110",206587.795,189821.891,22.916,"laren5-8","2019"
"1:2111",206587.116,189822.945,22.906,"laren5-9","2019"
"1:2112",206586.447,189823.77,23.168,"laren5-10","2019"
"1:2113",206591.922,189821.455,23.208,"laren5-11","2019"
"1:2114",206591.589,189822.348,22.944,"laren5-12","2019"
"1:2115",206591.112,189823.353,22.855,"laren5-13","2019"
"1:2116",206590.383,189824.232,22.901,"laren5-14","2019"
"1:2117",206589.361,189825.589,23.129,"laren5-15","2019"
"1:2118",206594.76,189823.074,23.115,"laren5-16","2019"
"1:2119",206594.318,189823.891,22.922,"laren5-17","2019"
"1:2120",206593.669,189824.748,22.86,"laren5-18","2019"
"1:2121",206593.054,189825.69,22.998,"laren5-19","2019"
"1:2122",206592.222,189827.012,23.254,"laren5-20","2019"
"1:2123",206598.025,189824.869,23.142,"laren5-21","2019"
"1:2124",206597.489,189825.89,22.994,"laren5-22","2019"
"1:2125",206596.645,189826.854,22.979,"laren5-23","2019"
"1:2126",206596.298,189827.681,23.068,"laren5-24","2019"
"1:2127",206595.433,189828.751,23.259,"laren5-25","2019"
"1:2128",206601.097,189826.378,23.28,"laren5-26","2019"
"1:2129",206600.571,189827.262,23.066,"laren5-27","2019"
"1:2130",206600.077,189828.332,23.099,"laren5-28","2019"
"1:2131",206599.492,189829.418,23.109,"laren5-29","2019"
"1:2132",206598.673,189830.5,23.238,"laren5-30","2019"
"1:2133",206603.693,189828.032,23.228,"laren5-31","2019"
"1:2134",206603.316,189829.186,23.121,"laren5-32","2019"
"1:2135",206602.854,189830.159,23.158,"laren5-33","2019"
"1:2136",206602.102,189831.214,23.205,"laren5-34","2019"
"1:2137",206601.41,189832.132,23.232,"laren5-35","2019"
"1:2138",206606.503,189829.875,23.146,"laren5-36","2019"
"1:2139",206606.039,189830.699,23.133,"laren5-37","2019"
"1:2140",206605.219,189831.845,22.801,"laren5-38","2019"
"1:2141",206604.588,189832.736,23.147,"laren5-39","2019"
"1:2142",206604.152,189833.465,23.103,"laren5-40","2019"
"1:2143",206609.095,189831.702,23.072,"laren5-41","2019"
"1:2144",206608.611,189832.656,22.994,"laren5-42","2019"
"1:2145",206608.081,189833.232,23.117,"laren5-43","2019"
"1:2146",206607.552,189834.075,23.001,"laren5-44","2019"
"1:2147",206606.895,189834.85,23.087,"laren5-45","2019"
"1:2148",206611.87,189833.491,23.185,"laren5-46","2019"
"1:2149",206611.214,189834.519,23.094,"laren5-47","2019"
"1:2150",206610.562,189835.472,23.119,"laren5-48","2019"
"1:2151",206609.742,189836.622,23.169,"laren5-49","2019"
"1:2152",206609.211,189837.394,23.201,"laren5-50","2019"
"1:2153",206614.437,189835.388,23.178,"laren5-51","2019"
"1:2154",206613.884,189836.299,23.069,"laren5-52","2019"
"1:2155",206613.214,189837.317,23.13,"laren5-53","2019"
"1:2156",206612.4,189838.445,23.115,"laren5-54","2019"
"1:2157",206611.519,189839.492,23.298,"laren5-55","2019"
"1:2158",206617.302,189837.623,23.249,"laren5-56","2019"
"1:2159",206616.603,189838.792,23.149,"laren5-57","2019"
"1:2160",206615.85,189840,23.126,"laren5-58","2019"
"1:2161",206614.904,189841.109,23.101,"laren5-59","2019"
"1:2162",206614.057,189842.179,23.193,"laren5-60","2019"
"1:2163",206619.737,189839.818,23.026,"laren5-61","2019"
"1:2164",206619.157,189840.822,23.031,"laren5-62","2019"
"1:2165",206618.399,189841.747,23.134,"laren5-63","2019"
"1:2166",206617.397,189842.865,23.174,"laren5-64","2019"
"1:2167",206616.494,189844.208,23.274,"laren5-65","2019"
"1:2168",206622.42,189841.627,23.262,"laren5-66","2019"
"1:2169",206621.812,189842.618,23.086,"laren5-67","2019"
"1:2170",206621.086,189843.586,23.06,"laren5-68","2019"
"1:2171",206620.227,189844.567,23.134,"laren5-69","2019"
"1:2172",206619.478,189845.998,23.267,"laren5-70","2019"
"1:2173",206624.602,189843.379,23.253,"laren5-71","2019"
"1:2174",206624.047,189844.367,23.078,"laren5-72","2019"
"1:2175",206623.142,189845.154,23.016,"laren5-73","2019"
"1:2176",206622.264,189846.104,23.059,"laren5-74","2019"
"1:2177",206621.304,189847.29,23.39,"laren5-75","2019"
"1:2178",206665.632,189890.039,23.338,"laren6-1","2019"
"1:2179",206665.256,189890.986,23.094,"laren6-2","2019"
"1:2180",206664.881,189892.177,23.145,"laren6-3","2019"
"1:2181",206664.39,189893.155,23.225,"laren6-4","2019"
"1:2182",206663.864,189894.134,23.156,"laren6-5","2019"
"1:2183",206669.014,189891.103,23.323,"laren6-6","2019"
"1:2184",206668.788,189892.168,23.179,"laren6-7","2019"
"1:2185",206668.235,189893.448,23.165,"laren6-8","2019"
"1:2186",206667.752,189894.815,23.207,"laren6-9","2019"
"1:2187",206667.128,189896.104,23.076,"laren6-10","2019"
"1:2188",206672.048,189892.152,23.294,"laren6-11","2019"
"1:2189",206671.703,189893.315,23.151,"laren6-12","2019"
"1:2190",206671.364,189894.494,23.155,"laren6-13","2019"
"1:2191",206671.081,189895.73,23.242,"laren6-14","2019"
"1:2192",206670.71,189896.824,23.151,"laren6-15","2019"
"1:2193",206675.233,189893.539,23.406,"laren6-16","2019"
"1:2194",206674.938,189894.398,23.282,"laren6-17","2019"
"1:2195",206674.303,189895.597,23.157,"laren6-18","2019"
"1:2196",206673.841,189896.624,23.181,"laren6-19","2019"
"1:2197",206673.267,189897.621,23.219,"laren6-20","2019"
"1:2198",206677.884,189894.789,23.543,"laren6-21","2019"
"1:2199",206677.579,189895.836,23.311,"laren6-22","2019"
"1:2200",206677.123,189896.727,23.181,"laren6-23","2019"
"1:2201",206676.61,189897.82,22.778,"laren6-24","2019"
"1:2202",206676.276,189898.641,22.844,"laren6-25","2019"
"1:2203",206681.43,189896.25,23.574,"laren6-26","2019"
"1:2204",206681.111,189897.193,23.333,"laren6-27","2019"
"1:2205",206680.626,189898.146,23.103,"laren6-28","2019"
"1:2206",206679.821,189899.091,22.827,"laren6-29","2019"
"1:2207",206679.482,189900.121,22.891,"laren6-30","2019"
"1:2208",206685.236,189896.874,23.491,"laren6-31","2019"
"1:2209",206685.096,189898.019,23.389,"laren6-32","2019"
"1:2210",206684.659,189899.253,23.029,"laren6-33","2019"
"1:2211",206684.147,189900.593,22.668,"laren6-34","2019"
"1:2212",206684.158,189901.438,22.862,"laren6-35","2019"
"1:2213",206688.986,189897.253,23.265,"laren6-36","2019"
"1:2214",206689.156,189898.32,23.118,"laren6-37","2019"
"1:2215",206689.388,189899.294,22.968,"laren6-38","2019"
"1:2216",206689.677,189900.463,23.015,"laren6-39","2019"
"1:2217",206690.137,189901.594,23.197,"laren6-40","2019"
"1:2218",206693.542,189895.492,23.196,"laren6-41","2019"
"1:2219",206694.108,189896.034,22.995,"laren6-42","2019"
"1:2220",206694.419,189896.999,23.034,"laren6-43","2019"
"1:2221",206694.95,189898.178,23.065,"laren6-44","2019"
"1:2222",206695.56,189899.342,23.335,"laren6-45","2019"
"1:2223",206696.047,189893.861,23.085,"laren6-46","2019"
"1:2224",206696.638,189894.332,23.044,"laren6-47","2019"
"1:2225",206697.196,189895.464,22.993,"laren6-48","2019"
"1:2226",206697.655,189896.193,23.047,"laren6-49","2019"
"1:2227",206698.477,189897.256,23.295,"laren6-50","2019"
"1:2228",206699.032,189891.725,23.211,"laren6-51","2019"
"1:2229",206699.695,189892.279,22.981,"laren6-52","2019"
"1:2230",206700.296,189893.228,22.978,"laren6-53","2019"
"1:2231",206700.994,189894.14,23.123,"laren6-54","2019"
"1:2232",206701.708,189895.046,23.408,"laren6-55","2019"
"1:2233",206702.2,189889.39,23.126,"laren6-56","2019"
"1:2234",206702.887,189889.795,22.985,"laren6-57","2019"
"1:2235",206703.641,189890.648,22.849,"laren6-58","2019"
"1:2236",206704.201,189891.432,22.955,"laren6-59","2019"
"1:2237",206704.926,189892.102,23.436,"laren6-60","2019"
"1:2238",206704.329,189887.088,23.069,"laren6-61","2019"
"1:2239",206705.031,189887.547,22.909,"laren6-62","2019"
"1:2240",206705.798,189888.116,22.895,"laren6-63","2019"
"1:2241",206706.593,189888.744,23.01,"laren6-64","2019"
"1:2242",206707.53,189889.313,23.423,"laren6-65","2019"
"1:2243",206706.152,189883.678,23.11,"laren6-66","2019"
"1:2244",206707.006,189883.886,23.037,"laren6-67","2019"
"1:2245",206707.807,189884.659,22.903,"laren6-68","2019"
"1:2246",206708.407,189885.167,22.989,"laren6-69","2019"
"1:2247",206709.133,189885.678,23.445,"laren6-70","2019"
"1:2248",206707.71,189880.392,23.187,"laren6-71","2019"
"1:2249",206708.479,189880.8,22.879,"laren6-72","2019"
"1:2250",206709.111,189881.404,22.908,"laren6-73","2019"
"1:2251",206709.943,189882.028,23.03,"laren6-74","2019"
"1:2252",206710.665,189882.6,23.463,"laren6-75","2019"
"1:2253",205591.956,188257.408,21.72,"controle1-1","2019"
"1:2254",205591.501,188258.442,21.485,"controle1-2","2019"
"1:2255",205591.022,188259.125,21.39,"controle1-3","2019"
"1:2256",205590.449,188259.973,21.351,"controle1-4","2019"
"1:2257",205590.175,188261.096,21.38,"controle1-5","2019"
"1:2258",205594.727,188259.194,21.734,"controle1-6","2019"
"1:2259",205594.069,188259.95,21.503,"controle1-7","2019"
"1:2260",205593.417,188260.917,21.447,"controle1-8","2019"
"1:2261",205592.841,188261.627,21.464,"controle1-9","2019"
"1:2262",205592.073,188262.381,21.662,"controle1-10","2019"
"1:2263",205597.511,188261.775,21.54,"controle1-11","2019"
"1:2264",205597.058,188262.507,21.546,"controle1-12","2019"
"1:2265",205596.442,188263.291,21.577,"controle1-13","2019"
"1:2266",205595.741,188263.827,21.467,"controle1-14","2019"
"1:2267",205595.41,188264.6,21.473,"controle1-15","2019"
"1:2268",205600.346,188263.385,21.617,"controle1-16","2019"
"1:2269",205599.822,188264.237,21.5,"controle1-17","2019"
"1:2270",205599.334,188264.992,21.562,"controle1-18","2019"
"1:2271",205598.767,188265.611,21.501,"controle1-19","2019"
"1:2272",205598.086,188266.575,21.604,"controle1-20","2019"
"1:2273",205602.846,188265.196,21.604,"controle1-21","2019"
"1:2274",205602.471,188265.897,21.604,"controle1-22","2019"
"1:2275",205602.049,188266.686,21.579,"controle1-23","2019"
"1:2276",205601.516,188267.445,21.586,"controle1-24","2019"
"1:2277",205601.002,188268.144,21.599,"controle1-25","2019"
"1:2278",205605.52,188266.953,21.53,"controle1-26","2019"
"1:2279",205605.1,188267.776,21.531,"controle1-27","2019"
"1:2280",205604.49,188268.493,21.607,"controle1-28","2019"
"1:2281",205603.95,188269.084,21.536,"controle1-29","2019"
"1:2282",205603.355,188269.803,21.577,"controle1-30","2019"
"1:2283",205608.372,188268.706,21.567,"controle1-31","2019"
"1:2284",205607.976,188269.579,21.528,"controle1-32","2019"
"1:2285",205607.444,188270.247,21.682,"controle1-33","2019"
"1:2286",205606.937,188270.892,21.55,"controle1-34","2019"
"1:2287",205606.436,188272.013,21.778,"controle1-35","2019"
"1:2288",205611.107,188270.192,21.762,"controle1-36","2019"
"1:2289",205610.656,188271.107,21.642,"controle1-37","2019"
"1:2290",205609.906,188272.019,21.614,"controle1-38","2019"
"1:2291",205609.338,188272.742,21.536,"controle1-39","2019"
"1:2292",205608.64,188273.758,21.688,"controle1-40","2019"
"1:2293",205614.45,188272.666,21.565,"controle1-41","2019"
"1:2294",205614.016,188273.691,21.608,"controle1-42","2019"
"1:2295",205613.511,188274.398,21.51,"controle1-43","2019"
"1:2296",205612.943,188275.318,21.515,"controle1-44","2019"
"1:2297",205612.474,188276.198,21.691,"controle1-45","2019"
"1:2298",205617.199,188274.563,21.584,"controle1-46","2019"
"1:2299",205616.756,188275.601,21.638,"controle1-47","2019"
"1:2300",205616.1,188276.396,21.55,"controle1-48","2019"
"1:2301",205615.483,188277.174,21.624,"controle1-49","2019"
"1:2302",205614.933,188277.862,21.655,"controle1-50","2019"
"1:2303",205619.822,188276.287,21.478,"controle1-51","2019"
"1:2304",205619.391,188277.189,21.538,"controle1-52","2019"
"1:2305",205618.951,188277.82,21.561,"controle1-53","2019"
"1:2306",205618.414,188278.576,21.622,"controle1-54","2019"
"1:2307",205618.184,188279.225,21.555,"controle1-55","2019"
"1:2308",205622.71,188278.033,21.474,"controle1-56","2019"
"1:2309",205622.097,188278.736,21.485,"controle1-57","2019"
"1:2310",205621.448,188279.806,21.49,"controle1-58","2019"
"1:2311",205620.847,188280.773,21.346,"controle1-59","2019"
"1:2312",205620.38,188280.994,21.627,"controle1-60","2019"
"1:2313",205625.58,188279.877,21.498,"controle1-61","2019"
"1:2314",205625.201,188280.8,21.458,"controle1-62","2019"
"1:2315",205624.515,188281.699,21.592,"controle1-63","2019"
"1:2316",205623.88,188282.723,21.597,"controle1-64","2019"
"1:2317",205623.605,188283.536,21.707,"controle1-65","2019"
"1:2318",205628.307,188281.407,21.621,"controle1-66","2019"
"1:2319",205627.91,188282.303,21.558,"controle1-67","2019"
"1:2320",205627.393,188283.037,21.587,"controle1-68","2019"
"1:2321",205626.906,188283.81,21.597,"controle1-69","2019"
"1:2322",205626.29,188284.649,21.565,"controle1-70","2019"
"1:2323",205631.054,188283.23,21.54,"controle1-71","2019"
"1:2324",205630.673,188284.013,21.378,"controle1-72","2019"
"1:2325",205630.01,188284.798,21.46,"controle1-73","2019"
"1:2326",205629.443,188285.643,21.42,"controle1-74","2019"
"1:2327",205629.293,188285.654,21.913,"controle1-75","2019"
"1:2328",205676.547,188309.919,21.624,"controle2-1","2019"
"1:2329",205676.168,188310.832,21.632,"controle2-2","2019"
"1:2330",205675.716,188311.53,21.647,"controle2-3","2019"
"1:2331",205675.217,188312.323,21.596,"controle2-4","2019"
"1:2332",205674.672,188313.205,21.619,"controle2-5","2019"
"1:2333",205679.685,188311.528,21.639,"controle2-6","2019"
"1:2334",205679.317,188312.479,21.577,"controle2-7","2019"
"1:2335",205678.876,188313.305,21.579,"controle2-8","2019"
"1:2336",205678.435,188313.953,21.475,"controle2-9","2019"
"1:2337",205678.227,188314.869,21.48,"controle2-10","2019"
"1:2338",205682.458,188313.181,21.548,"controle2-11","2019"
"1:2339",205682.12,188314.197,21.562,"controle2-12","2019"
"1:2340",205681.735,188314.977,21.622,"controle2-13","2019"
"1:2341",205681.282,188315.648,21.504,"controle2-14","2019"
"1:2342",205680.746,188316.123,21.479,"controle2-15","2019"
"1:2343",205685.34,188314.708,21.526,"controle2-16","2019"
"1:2344",205685.107,188315.579,21.632,"controle2-17","2019"
"1:2345",205684.597,188316.347,21.661,"controle2-18","2019"
"1:2346",205684.092,188317.075,21.613,"controle2-19","2019"
"1:2347",205683.412,188317.877,21.485,"controle2-20","2019"
"1:2348",205688.462,188315.951,21.637,"controle2-21","2019"
"1:2349",205687.894,188316.876,21.604,"controle2-22","2019"
"1:2350",205687.499,188317.629,21.62,"controle2-23","2019"
"1:2351",205687.046,188318.418,21.633,"controle2-24","2019"
"1:2352",205686.565,188319.12,21.528,"controle2-25","2019"
"1:2353",205691.113,188317.678,21.61,"controle2-26","2019"
"1:2354",205690.754,188318.568,21.559,"controle2-27","2019"
"1:2355",205690.184,188319.334,21.639,"controle2-28","2019"
"1:2356",205689.625,188320.055,21.626,"controle2-29","2019"
"1:2357",205689.314,188320.619,21.561,"controle2-30","2019"
"1:2358",205694.305,188319.414,21.466,"controle2-31","2019"
"1:2359",205693.83,188320.312,21.65,"controle2-32","2019"
"1:2360",205693.528,188320.876,21.648,"controle2-33","2019"
"1:2361",205693.058,188321.654,21.653,"controle2-34","2019"
"1:2362",205692.661,188322.648,21.606,"controle2-35","2019"
"1:2363",205697.017,188320.797,21.469,"controle2-36","2019"
"1:2364",205696.737,188321.828,21.678,"controle2-37","2019"
"1:2365",205696.525,188322.315,21.746,"controle2-38","2019"
"1:2366",205696.191,188323.152,21.773,"controle2-39","2019"
"1:2367",205695.384,188323.907,21.624,"controle2-40","2019"
"1:2368",205700.79,188322.419,21.609,"controle2-41","2019"
"1:2369",205700.459,188323.641,21.673,"controle2-42","2019"
"1:2370",205699.829,188324.386,21.758,"controle2-43","2019"
"1:2371",205699.266,188324.994,21.566,"controle2-44","2019"
"1:2372",205699.248,188325.791,21.604,"controle2-45","2019"
"1:2373",205703.534,188323.771,21.56,"controle2-46","2019"
"1:2374",205703.169,188324.783,21.684,"controle2-47","2019"
"1:2375",205702.833,188325.53,21.638,"controle2-48","2019"
"1:2376",205702.227,188326.378,21.524,"controle2-49","2019"
"1:2377",205701.776,188327.274,21.687,"controle2-50","2019"
"1:2378",205706.196,188325.117,21.654,"controle2-51","2019"
"1:2379",205705.823,188326.14,21.616,"controle2-52","2019"
"1:2380",205705.491,188326.714,21.651,"controle2-53","2019"
"1:2381",205704.955,188327.528,21.505,"controle2-54","2019"
"1:2382",205704.397,188328.472,21.679,"controle2-55","2019"
"1:2383",205709.593,188326.863,21.575,"controle2-56","2019"
"1:2384",205709.203,188327.596,21.607,"controle2-57","2019"
"1:2385",205708.686,188328.437,21.563,"controle2-58","2019"
"1:2386",205708.057,188329.317,21.569,"controle2-59","2019"
"1:2387",205707.421,188330.173,21.758,"controle2-60","2019"
"1:2388",205712.262,188328.039,21.723,"controle2-61","2019"
"1:2389",205712.009,188329.09,21.631,"controle2-62","2019"
"1:2390",205711.596,188329.798,21.511,"controle2-63","2019"
"1:2391",205711.059,188330.611,21.514,"controle2-64","2019"
"1:2392",205710.495,188331.447,21.763,"controle2-65","2019"
"1:2393",205714.815,188329.575,21.649,"controle2-66","2019"
"1:2394",205714.58,188330.413,21.673,"controle2-67","2019"
"1:2395",205714.126,188331.264,21.644,"controle2-68","2019"
"1:2396",205713.676,188331.969,21.487,"controle2-69","2019"
"1:2397",205713.272,188332.853,21.631,"controle2-70","2019"
"1:2398",205718.055,188331.153,21.622,"controle2-71","2019"
