INDIVIDUAL MEASUREMENTS
Name;Code;Easting;Northing;Elevation;HzPrec;VtPrec;PDOP;satellites;Date;Time
schurfert5-74;?;203969.986;187096.538;20.217;0.011;0.014;1.137;23;2024-09-10;13:32:53
schurfert5-75;?;203970.820;187097.005;20.386;0.014;0.013;1.152;23;2024-09-10;13:33:06
schurfert6-1;?;204020.449;187056.999;20.404;0.012;0.016;1.276;22;2024-09-17;10:21:57
schurfert6-2;?;204021.103;187057.903;20.218;0.011;0.014;1.278;23;2024-09-17;10:22:53
schurfert6-3;?;204021.527;187059.043;20.100;0.011;0.014;1.279;23;2024-09-17;10:23:07
schurfert6-4;?;204022.066;187060.293;20.150;0.011;0.014;1.258;24;2024-09-17;10:23:20
schurfert6-5;?;204022.277;187060.849;20.272;0.010;0.014;1.258;23;2024-09-17;10:23:48
schurfert6-6;?;204023.569;187055.462;20.397;0.012;0.014;1.258;24;2024-09-17;10:24:11
schurfert6-7;?;204023.966;187056.123;20.317;0.011;0.014;1.218;24;2024-09-17;10:24:24
schurfert6-8;?;204024.638;187057.261;20.158;0.011;0.013;1.217;24;2024-09-17;10:24:38
schurfert6-9;?;204025.022;187058.061;20.133;0.011;0.013;1.291;24;2024-09-17;10:24:49
schurfert6-10;?;204025.346;187058.714;20.149;0.011;0.013;1.258;23;2024-09-17;10:25:01
schurfert6-11;?;204026.175;187053.383;20.520;0.012;0.013;1.305;24;2024-09-17;10:25:24
schurfert6-12;?;204026.661;187054.094;20.386;0.011;0.014;1.217;24;2024-09-17;10:25:37
schurfert6-13;?;204027.696;187055.481;20.156;0.011;0.013;1.217;24;2024-09-17;10:26:55
schurfert6-14;?;204028.120;187056.418;20.154;0.011;0.014;1.469;21;2024-09-17;10:30:40
schurfert6-15;?;204028.511;187057.127;20.160;0.011;0.013;1.470;21;2024-09-17;10:30:53
schurfert6-16;?;204029.377;187051.884;20.384;0.012;0.016;1.471;21;2024-09-17;10:31:13
schurfert6-17;?;204029.859;187052.591;20.344;0.011;0.014;1.472;21;2024-09-17;10:31:38
schurfert6-18;?;204030.816;187053.803;20.197;0.011;0.014;1.472;21;2024-09-17;10:31:53
schurfert6-19;?;204031.226;187054.643;20.201;0.011;0.014;1.567;21;2024-09-17;10:32:06
schurfert6-20;?;204031.696;187055.331;20.304;0.011;0.014;1.441;22;2024-09-17;10:32:20
schurfert6-21;?;204032.287;187049.920;20.516;0.012;0.013;1.339;22;2024-09-17;10:32:41
schurfert6-22;?;204032.838;187050.627;20.286;0.012;0.013;1.307;23;2024-09-17;10:32:56
schurfert6-23;?;204033.648;187051.829;20.148;0.011;0.013;1.382;22;2024-09-17;10:33:10
schurfert6-24;?;204034.092;187052.584;20.091;0.011;0.013;1.308;23;2024-09-17;10:33:22
schurfert6-25;?;204034.727;187053.374;20.353;0.014;0.013;1.382;23;2024-09-17;10:33:36
schurfert6-26;?;204035.208;187048.511;20.371;0.014;0.018;1.308;23;2024-09-17;10:34:06
schurfert6-27;?;204035.704;187049.101;20.237;0.013;0.016;1.309;23;2024-09-17;10:34:21
schurfert6-28;?;204036.317;187049.929;20.215;0.012;0.015;1.382;23;2024-09-17;10:34:32
schurfert6-29;?;204036.713;187050.664;20.206;0.012;0.015;1.309;23;2024-09-17;10:34:45
schurfert6-30;?;204037.070;187051.488;20.304;0.012;0.015;1.382;22;2024-09-17;10:34:58
schurfert6-31;?;204037.875;187046.769;20.371;0.012;0.015;1.309;23;2024-09-17;10:35:26
schurfert6-32;?;204038.216;187047.174;20.232;0.012;0.015;1.309;23;2024-09-17;10:35:39
schurfert6-33;?;204039.010;187048.188;20.143;0.012;0.014;1.381;22;2024-09-17;10:35:53
schurfert6-34;?;204039.549;187048.957;20.165;0.011;0.014;1.381;22;2024-09-17;10:36:08
schurfert6-35;?;204040.048;187049.770;20.405;0.012;0.014;1.380;22;2024-09-17;10:36:21
schurfert6-36;?;204040.599;187044.810;20.338;0.012;0.014;1.348;22;2024-09-17;10:36:49
schurfert6-37;?;204041.206;187045.456;20.179;0.011;0.014;1.450;21;2024-09-17;10:37:03
schurfert6-38;?;204041.894;187046.347;20.130;0.011;0.013;1.450;22;2024-09-17;10:37:15
schurfert6-39;?;204042.369;187047.042;20.224;0.011;0.013;1.379;23;2024-09-17;10:37:25
schurfert6-40;?;204042.870;187047.757;20.396;0.011;0.013;1.379;22;2024-09-17;10:37:37
schurfert6-41;?;204043.050;187042.373;20.522;0.011;0.013;1.378;23;2024-09-17;10:38:06
schurfert6-42;?;204043.771;187043.164;20.050;0.010;0.013;1.378;22;2024-09-17;10:38:20
schurfert6-43;?;204044.602;187044.230;20.048;0.010;0.013;1.377;23;2024-09-17;10:38:33
schurfert6-44;?;204045.022;187044.969;20.221;0.010;0.013;1.377;22;2024-09-17;10:38:45
schurfert6-45;?;204045.402;187045.710;20.469;0.011;0.012;1.376;23;2024-09-17;10:38:58
schurfert6-46;?;204045.711;187040.657;20.526;0.011;0.012;1.376;22;2024-09-17;10:39:26
schurfert6-47;?;204046.192;187041.203;20.247;0.011;0.012;1.375;22;2024-09-17;10:39:38
schurfert6-48;?;204046.960;187042.134;20.026;0.010;0.012;1.375;22;2024-09-17;10:39:51
schurfert6-49;?;204047.443;187042.904;20.159;0.010;0.012;1.374;23;2024-09-17;10:40:07
schurfert6-50;?;204047.898;187043.509;20.357;0.010;0.012;1.374;22;2024-09-17;10:40:21
schurfert6-51;?;204048.558;187039.030;20.127;0.012;0.014;1.373;23;2024-09-17;10:40:47
schurfert6-52;?;204048.948;187039.470;20.129;0.014;0.014;1.372;22;2024-09-17;10:41:00
schurfert6-53;?;204049.760;187040.517;20.083;0.012;0.013;1.371;22;2024-09-17;10:41:13
schurfert6-54;?;204050.266;187041.492;20.232;0.012;0.013;1.379;21;2024-09-17;10:41:27
schurfert6-55;?;204050.732;187042.388;20.443;0.018;0.014;1.378;21;2024-09-17;10:41:40
schurfert6-56;?;204051.324;187037.348;20.428;0.014;0.013;1.485;20;2024-09-17;10:42:03
schurfert6-57;?;204051.666;187037.960;20.123;0.013;0.013;1.457;20;2024-09-17;10:42:15
schurfert6-58;?;204052.217;187039.146;20.016;0.012;0.012;1.457;20;2024-09-17;10:42:26
schurfert6-59;?;204052.619;187040.153;20.157;0.011;0.013;1.376;21;2024-09-17;10:42:39
schurfert6-60;?;204053.114;187041.138;20.493;0.019;0.013;1.402;21;2024-09-17;10:42:53
schurfert6-61;?;204054.338;187035.991;20.356;0.013;0.013;1.374;21;2024-09-17;10:43:18
schurfert6-62;?;204054.784;187036.970;20.010;0.012;0.013;1.400;21;2024-09-17;10:43:34
schurfert6-63;?;204055.274;187037.910;20.061;0.011;0.012;1.398;20;2024-09-17;10:43:48
schurfert6-64;?;204055.555;187038.907;20.213;0.010;0.012;1.371;21;2024-09-17;10:44:00
schurfert6-65;?;204055.886;187039.938;20.216;0.014;0.013;1.397;20;2024-09-17;10:44:13
schurfert6-66;?;204057.733;187034.882;20.371;0.012;0.015;1.369;21;2024-09-17;10:44:41
schurfert6-67;?;204058.066;187035.626;20.194;0.014;0.016;1.368;21;2024-09-17;10:44:55
schurfert6-68;?;204058.337;187036.962;20.279;0.011;0.014;1.367;21;2024-09-17;10:45:08
schurfert6-69;?;204058.487;187038.167;20.322;0.011;0.014;1.346;22;2024-09-17;10:45:21
schurfert6-70;?;204058.573;187039.407;20.298;0.013;0.014;1.278;21;2024-09-17;10:45:33
schurfert6-71;?;204060.304;187034.409;20.461;0.012;0.014;1.258;22;2024-09-17;10:46:00
schurfert6-72;?;204060.403;187035.591;20.374;0.011;0.014;1.259;22;2024-09-17;10:46:16
schurfert6-73;?;204060.259;187036.917;20.366;0.011;0.013;1.388;20;2024-09-17;10:46:28
schurfert6-74;?;204060.089;187038.175;20.352;0.011;0.014;1.259;22;2024-09-17;10:46:46
schurfert6-75;?;204060.121;187039.355;20.352;0.012;0.014;1.361;22;2024-09-17;10:46:59
laren1-1;?;206662.655;189530.788;22.205;0.009;0.009;0.997;28;2024-09-17;12:13:52
laren1-2;?;206661.894;189530.776;21.981;0.008;0.009;0.966;28;2024-09-17;12:14:05
laren1-3;?;206661.317;189530.868;21.970;0.010;0.009;0.966;28;2024-09-17;12:14:17
laren1-4;?;206660.639;189530.874;22.056;0.009;0.010;0.966;28;2024-09-17;12:14:34
laren1-5;?;206659.731;189530.849;22.364;0.026;0.010;1.000;28;2024-09-17;12:15:30
laren1-6;?;206663.604;189535.374;22.596;0.030;0.012;1.166;24;2024-09-17;12:17:12
laren1-7;?;206662.676;189535.414;22.179;0.027;0.013;1.164;23;2024-09-17;12:17:48
laren1-8;?;206661.809;189535.238;22.332;0.029;0.014;1.067;24;2024-09-17;12:18:11
laren1-9;?;206660.603;189534.538;22.584;0.035;0.023;1.079;24;2024-09-17;12:18:31
laren1-10;?;206660.120;189534.213;22.923;0.039;0.025;1.124;23;2024-09-17;12:18:46
laren1-15;?;206660.372;189535.192;22.030;0.009;0.010;0.972;28;2024-09-17;12:21:33
laren1-14;?;206661.263;189535.461;21.665;0.014;0.011;0.993;27;2024-09-17;12:21:53
laren1-13;?;206662.088;189536.001;21.929;0.023;0.012;0.993;27;2024-09-17;12:22:13
laren1-12;?;206662.648;189536.525;22.435;0.029;0.013;0.982;27;2024-09-17;12:22:39
laren1-11;?;206662.883;189536.554;22.987;0.038;0.020;1.052;24;2024-09-17;12:22:58
laren1-16;?;206661.811;189539.478;22.668;0.015;0.011;0.978;28;2024-09-17;12:24:10
laren1-17;?;206661.109;189538.985;22.373;0.014;0.010;0.979;28;2024-09-17;12:24:25
laren1-18;?;206660.085;189538.082;22.313;0.009;0.010;0.979;28;2024-09-17;12:24:37
laren1-19;?;206659.563;189537.416;22.385;0.008;0.010;0.980;28;2024-09-17;12:24:50
laren1-20;?;206658.958;189536.653;22.504;0.011;0.011;0.980;28;2024-09-17;12:25:03
laren1-21;?;206659.192;189541.362;22.703;0.013;0.011;0.981;28;2024-09-17;12:25:37
laren1-22;?;206658.709;189540.458;22.482;0.009;0.011;0.982;28;2024-09-17;12:25:50
laren1-23;?;206658.273;189539.407;22.388;0.009;0.011;1.014;27;2024-09-17;12:26:03
laren1-24;?;206657.976;189538.277;22.223;0.009;0.011;1.014;27;2024-09-17;12:26:15
laren1-25;?;206657.463;189537.334;22.443;0.014;0.012;1.014;27;2024-09-17;12:26:26
laren1-26;?;206656.396;189541.526;22.643;0.014;0.012;1.015;27;2024-09-17;12:26:56
laren1-27;?;206656.286;189540.550;22.234;0.011;0.012;1.015;27;2024-09-17;12:27:10
laren1-28;?;206656.074;189539.642;22.408;0.009;0.012;1.015;27;2024-09-17;12:27:23
laren1-29;?;206656.025;189538.830;22.327;0.009;0.012;1.015;27;2024-09-17;12:27:35
laren1-30;?;206655.863;189537.891;22.414;0.012;0.013;1.015;27;2024-09-17;12:27:49
laren1-31;?;206653.733;189541.368;22.616;0.010;0.012;1.016;27;2024-09-17;12:28:23
laren1-32;?;206653.789;189540.645;22.639;0.010;0.012;1.016;27;2024-09-17;12:28:38
laren1-33;?;206653.732;189539.596;22.723;0.009;0.012;1.016;27;2024-09-17;12:28:51
laren1-34;?;206653.957;189538.664;22.499;0.009;0.012;1.016;27;2024-09-17;12:29:04
laren1-35;?;206653.961;189537.835;22.607;0.015;0.012;1.053;27;2024-09-17;12:29:16
laren1-36;?;206651.144;189540.865;22.847;0.012;0.011;1.017;27;2024-09-17;12:29:46
laren1-37;?;206651.422;189540.100;22.277;0.009;0.011;1.017;27;2024-09-17;12:29:59
laren1-38;?;206651.778;189539.083;22.715;0.009;0.011;1.017;27;2024-09-17;12:30:21
laren1-39;?;206652.094;189538.229;22.515;0.013;0.012;1.017;27;2024-09-17;12:30:39
laren1-40;?;206652.401;189537.427;22.558;0.019;0.013;1.082;27;2024-09-17;12:30:53
laren1-41;?;206648.254;189539.923;22.716;0.009;0.012;1.017;27;2024-09-17;12:31:46
laren1-42;?;206648.496;189539.259;22.553;0.010;0.012;1.017;27;2024-09-17;12:31:58
laren1-43;?;206648.950;189538.225;22.719;0.009;0.012;1.017;27;2024-09-17;12:32:10
laren1-44;?;206649.208;189537.293;22.763;0.009;0.012;1.017;27;2024-09-17;12:32:22
laren1-45;?;206649.507;189536.429;22.820;0.014;0.012;1.017;27;2024-09-17;12:32:34
laren1-46;?;206645.746;189539.776;22.827;0.015;0.012;1.017;27;2024-09-17;12:33:09
laren1-47;?;206646.169;189538.873;22.421;0.012;0.012;1.017;27;2024-09-17;12:33:22
laren1-48;?;206646.695;189537.487;22.384;0.009;0.012;1.017;27;2024-09-17;12:33:37
laren1-49;?;206647.016;189536.751;22.543;0.009;0.012;1.017;27;2024-09-17;12:33:51
laren1-50;?;206647.286;189535.950;22.892;0.015;0.013;1.017;27;2024-09-17;12:34:04
laren1-51;?;206643.681;189537.794;22.712;0.013;0.013;1.017;27;2024-09-17;12:34:50
laren1-52;?;206644.204;189536.844;22.429;0.009;0.013;1.016;27;2024-09-17;12:35:04
laren1-53;?;206644.489;189536.233;22.305;0.009;0.013;1.016;27;2024-09-17;12:35:17
laren1-54;?;206644.777;189535.683;22.464;0.010;0.013;1.016;27;2024-09-17;12:35:31
laren1-55;?;206645.011;189535.138;22.886;0.013;0.014;1.080;26;2024-09-17;12:35:46
laren1-56;?;206641.128;189536.292;22.590;0.013;0.014;1.080;26;2024-09-17;12:36:24
laren1-57;?;206641.434;189535.669;22.374;0.012;0.014;1.080;26;2024-09-17;12:36:40
laren1-58;?;206641.800;189534.879;22.222;0.009;0.014;1.080;26;2024-09-17;12:36:53
laren1-59;?;206642.188;189534.402;22.370;0.010;0.014;1.080;26;2024-09-17;12:37:07
laren1-60;?;206642.460;189533.978;22.734;0.012;0.014;1.097;26;2024-09-17;12:37:20
laren1-61;?;206638.129;189534.664;22.426;0.012;0.014;1.080;26;2024-09-17;12:37:50
laren1-62;?;206638.437;189533.992;22.358;0.011;0.014;1.080;26;2024-09-17;12:38:04
laren1-63;?;206638.889;189533.248;22.326;0.010;0.014;1.080;26;2024-09-17;12:38:17
laren1-64;?;206639.214;189532.791;22.241;0.009;0.014;1.080;26;2024-09-17;12:38:32
laren1-65;?;206639.513;189532.254;22.688;0.012;0.014;1.080;26;2024-09-17;12:38:46
laren1-66;?;206634.677;189532.797;22.482;0.012;0.015;1.080;26;2024-09-17;12:39:30
laren1-67;?;206634.826;189532.107;22.282;0.010;0.015;1.080;26;2024-09-17;12:39:48
laren1-68;?;206634.829;189532.107;22.274;0.010;0.015;1.080;26;2024-09-17;12:40:07
laren1-68;?;206635.012;189531.719;22.264;0.009;0.012;1.079;26;2024-09-17;12:41:21
laren1-69;?;206635.244;189531.199;22.162;0.009;0.012;1.079;26;2024-09-17;12:41:37
laren1-70;?;206635.459;189530.558;22.563;0.017;0.012;1.079;26;2024-09-17;12:41:50
laren1-71;?;206631.559;189531.935;22.723;0.012;0.012;1.078;26;2024-09-17;12:42:50
laren1-72;?;206631.668;189531.403;22.472;0.009;0.012;1.078;26;2024-09-17;12:43:03
laren1-73;?;206631.723;189530.594;22.262;0.009;0.012;1.077;26;2024-09-17;12:43:16
laren1-74;?;206631.836;189529.962;22.166;0.010;0.013;1.077;26;2024-09-17;12:43:29
laren1-75;?;206631.919;189529.417;22.299;0.012;0.010;1.077;26;2024-09-17;12:43:41
laren2-1;?;206615.352;189570.450;22.486;0.011;0.009;1.096;25;2024-09-17;12:54:04
laren2-2;?;206614.816;189570.702;22.380;0.012;0.009;1.096;26;2024-09-17;12:54:16
laren2-3;?;206613.991;189570.923;22.364;0.010;0.008;1.065;26;2024-09-17;12:54:28
laren2-4;?;206613.268;189571.023;22.499;0.012;0.008;1.065;26;2024-09-17;12:54:39
laren2-5;?;206612.502;189571.256;22.792;0.036;0.009;1.065;26;2024-09-17;12:54:53
laren2-6;?;206616.438;189573.335;22.886;0.011;0.008;1.099;25;2024-09-17;12:55:21
laren2-7;?;206615.915;189573.384;22.637;0.011;0.008;1.070;25;2024-09-17;12:55:32
laren2-8;?;206614.772;189573.534;22.392;0.008;0.008;1.099;25;2024-09-17;12:55:42
laren2-9;?;206613.855;189573.598;22.274;0.007;0.008;1.103;26;2024-09-17;12:55:54
laren2-10;?;206612.982;189573.678;22.514;0.016;0.008;1.140;25;2024-09-17;12:56:05
laren2-11;?;206616.734;189576.119;22.706;0.010;0.008;1.091;26;2024-09-17;12:56:33
laren2-12;?;206615.666;189576.067;22.474;0.007;0.008;1.102;26;2024-09-17;12:56:42
laren2-13;?;206614.528;189575.787;22.430;0.007;0.008;1.063;26;2024-09-17;12:56:53
laren2-14;?;206613.439;189575.640;22.330;0.012;0.009;1.063;26;2024-09-17;12:57:05
laren2-15;?;206612.330;189575.390;22.583;0.019;0.010;1.287;25;2024-09-17;12:57:17
laren2-16;?;206615.534;189578.365;22.391;0.009;0.009;0.999;27;2024-09-17;12:57:53
laren2-17;?;206614.763;189577.985;22.789;0.007;0.008;0.999;27;2024-09-17;12:58:05
laren2-18;?;206613.829;189577.613;22.884;0.007;0.008;0.999;27;2024-09-17;12:58:17
laren2-19;?;206612.587;189576.823;22.392;0.009;0.009;1.000;27;2024-09-17;12:58:30
laren2-20;?;206611.811;189576.273;22.673;0.016;0.009;1.214;26;2024-09-17;12:58:43
laren2-21;?;206614.480;189581.448;22.720;0.011;0.009;1.057;25;2024-09-17;12:59:35
laren2-22;?;206613.587;189580.394;22.933;0.008;0.009;1.058;25;2024-09-17;12:59:51
laren2-23;?;206612.922;189579.736;22.846;0.008;0.009;1.059;25;2024-09-17;13:00:04
laren2-24;?;206612.081;189579.035;22.900;0.008;0.009;1.060;26;2024-09-17;13:00:18
laren2-25;?;206610.955;189578.231;22.544;0.013;0.009;1.133;25;2024-09-17;13:00:31
laren2-26;?;206612.814;189583.347;23.053;0.011;0.009;1.112;26;2024-09-17;13:01:06
laren2-27;?;206612.003;189582.715;22.871;0.008;0.009;1.083;25;2024-09-17;13:01:23
laren2-28;?;206611.063;189581.748;22.675;0.008;0.009;1.055;26;2024-09-17;13:01:35
laren2-29;?;206610.017;189580.692;22.453;0.011;0.009;1.055;26;2024-09-17;13:01:50
laren2-30;?;206609.262;189579.980;22.536;0.013;0.010;1.142;25;2024-09-17;13:02:01
laren2-31;?;206609.826;189585.252;22.648;0.011;0.009;1.057;26;2024-09-17;13:02:31
laren2-32;?;206609.050;189584.462;22.535;0.008;0.009;1.057;26;2024-09-17;13:02:44
laren2-33;?;206608.260;189583.284;22.583;0.007;0.009;1.096;24;2024-09-17;13:02:56
laren2-34;?;206607.617;189582.455;22.535;0.007;0.009;1.096;24;2024-09-17;13:03:09
laren2-35;?;206607.000;189581.683;22.616;0.014;0.010;1.150;26;2024-09-17;13:03:22
laren2-36;?;206607.125;189587.373;22.939;0.009;0.008;1.089;25;2024-09-17;13:03:53
laren2-37;?;206606.403;189586.563;22.420;0.009;0.008;1.060;26;2024-09-17;13:04:05
laren2-38;?;206605.646;189585.585;22.425;0.007;0.008;1.060;26;2024-09-17;13:04:18
laren2-39;?;206605.062;189584.905;22.492;0.007;0.008;1.061;26;2024-09-17;13:04:31
laren2-40;?;206604.433;189584.219;22.531;0.012;0.009;1.183;26;2024-09-17;13:04:43
laren2-41;?;206604.607;189589.294;22.758;0.010;0.008;1.079;26;2024-09-17;13:05:16
laren2-42;?;206604.254;189588.782;22.421;0.009;0.008;1.092;24;2024-09-17;13:05:28
laren2-43;?;206603.545;189587.720;22.321;0.007;0.008;1.163;25;2024-09-17;13:05:40
laren2-44;?;206602.982;189587.167;22.335;0.008;0.008;1.164;25;2024-09-17;13:05:51
laren2-45;?;206602.323;189586.412;22.500;0.012;0.009;1.189;25;2024-09-17;13:06:03
laren2-46;?;206601.711;189591.031;22.816;0.010;0.009;1.180;25;2024-09-17;13:06:29
laren2-47;?;206601.256;189590.444;22.489;0.008;0.009;1.168;25;2024-09-17;13:06:42
laren2-48;?;206600.849;189589.804;22.436;0.007;0.008;1.169;25;2024-09-17;13:06:53
laren2-49;?;206600.504;189589.234;22.389;0.007;0.009;1.195;23;2024-09-17;13:07:05
laren2-50;?;206600.137;189588.531;22.608;0.013;0.009;1.171;25;2024-09-17;13:07:17
laren2-51;?;206599.150;189592.564;22.725;0.014;0.009;1.173;25;2024-09-17;13:07:45
laren2-52;?;206598.781;189591.865;22.346;0.008;0.009;1.174;25;2024-09-17;13:08:00
laren2-53;?;206598.284;189590.826;22.218;0.007;0.009;1.176;25;2024-09-17;13:08:13
laren2-54;?;206597.891;189589.842;22.036;0.009;0.009;1.202;23;2024-09-17;13:08:28
laren2-55;?;206597.576;189589.092;22.253;0.015;0.010;1.202;25;2024-09-17;13:08:42
laren2-56;?;206596.053;189593.284;22.599;0.010;0.009;1.180;25;2024-09-17;13:09:15
laren2-57;?;206595.663;189592.657;22.243;0.007;0.009;1.206;24;2024-09-17;13:09:30
laren2-58;?;206595.153;189591.810;22.162;0.008;0.009;1.183;25;2024-09-17;13:09:44
laren2-59;?;206594.677;189590.987;22.346;0.016;0.010;1.197;24;2024-09-17;13:09:56
laren2-60;?;206594.367;189590.479;22.840;0.018;0.010;1.196;24;2024-09-17;13:10:12
laren2-61;?;206592.448;189596.664;23.124;0.011;0.009;1.212;24;2024-09-17;13:10:58
laren2-62;?;206591.636;189596.142;22.966;0.007;0.009;1.200;24;2024-09-17;13:11:10
laren2-63;?;206590.787;189595.643;22.856;0.007;0.009;1.201;24;2024-09-17;13:11:23
laren2-64;?;206590.192;189595.315;22.510;0.007;0.009;1.215;23;2024-09-17;13:11:35
laren2-65;?;206589.416;189594.688;22.699;0.015;0.009;1.216;23;2024-09-17;13:11:47
laren2-66;?;206590.981;189599.657;23.172;0.009;0.009;1.205;24;2024-09-17;13:12:25
laren2-67;?;206590.347;189599.386;23.114;0.008;0.009;1.206;24;2024-09-17;13:12:38
laren2-68;?;206589.154;189598.828;22.824;0.008;0.009;1.220;23;2024-09-17;13:12:50
laren2-69;?;206588.196;189598.437;22.478;0.010;0.009;1.207;24;2024-09-17;13:13:03
laren2-70;?;206587.399;189598.033;22.769;0.016;0.011;1.453;23;2024-09-17;13:13:16
laren2-71;?;206589.271;189602.647;23.064;0.008;0.009;1.225;23;2024-09-17;13:14:12
laren2-72;?;206588.539;189602.367;22.918;0.007;0.009;1.212;24;2024-09-17;13:14:25
laren2-73;?;206587.535;189602.035;22.760;0.007;0.009;1.213;24;2024-09-17;13:14:37
laren2-74;?;206586.592;189601.801;22.486;0.009;0.009;1.213;24;2024-09-17;13:14:50
laren2-75;?;206585.861;189601.559;22.641;0.015;0.010;1.214;24;2024-09-17;13:15:02
laren3-1;?;206588.930;189646.687;22.783;0.015;0.012;1.126;26;2024-09-17;13:26:32
laren3-2;?;206587.820;189645.621;22.467;0.012;0.012;1.127;26;2024-09-17;13:26:44
laren3-3;?;206587.827;189645.601;22.356;0.010;0.012;1.127;26;2024-09-17;13:26:59
laren3-3;?;206586.845;189644.910;22.694;0.009;0.013;1.129;26;2024-09-17;13:27:44
laren3-4;?;206585.985;189644.140;22.894;0.009;0.013;1.130;26;2024-09-17;13:27:59
laren3-5;?;206585.225;189643.430;22.952;0.013;0.013;1.138;26;2024-09-17;13:28:13
laren3-6;?;206586.754;189648.832;22.723;0.016;0.015;1.155;24;2024-09-17;13:28:59
laren3-7;?;206585.768;189647.774;22.468;0.011;0.014;1.133;26;2024-09-17;13:29:13
laren3-8;?;206584.710;189646.502;22.834;0.009;0.014;1.134;26;2024-09-17;13:29:32
laren3-9;?;206584.157;189645.569;22.943;0.011;0.014;1.135;26;2024-09-17;13:29:45
laren3-10;?;206583.616;189644.760;22.822;0.014;0.013;1.135;26;2024-09-17;13:29:59
laren3-11;?;206583.511;189649.936;22.851;0.014;0.013;1.144;25;2024-09-17;13:30:34
laren3-12;?;206582.918;189648.572;22.668;0.010;0.013;1.145;25;2024-09-17;13:30:47
laren3-13;?;206582.509;189647.476;22.778;0.009;0.013;1.145;25;2024-09-17;13:31:00
laren3-14;?;206581.983;189646.458;22.789;0.009;0.013;1.200;24;2024-09-17;13:31:14
laren3-15;?;206581.481;189645.755;22.919;0.012;0.012;1.193;25;2024-09-17;13:31:27
laren3-16;?;206580.114;189650.854;23.139;0.018;0.015;1.229;22;2024-09-17;13:32:16
laren3-17;?;206579.884;189649.808;22.493;0.012;0.015;1.207;24;2024-09-17;13:32:29
laren3-18;?;206579.316;189648.728;22.457;0.010;0.014;1.207;24;2024-09-17;13:32:41
laren3-19;?;206579.036;189648.037;22.496;0.009;0.014;1.208;24;2024-09-17;13:32:55
laren3-20;?;206578.764;189647.498;23.109;0.016;0.014;1.209;24;2024-09-17;13:33:09
laren3-21;?;206577.121;189652.043;22.593;0.019;0.018;1.233;22;2024-09-17;13:33:57
laren3-22;?;206576.739;189651.470;22.231;0.014;0.018;1.201;23;2024-09-17;13:34:14
laren3-23;?;206576.275;189650.271;22.136;0.010;0.015;1.181;25;2024-09-17;13:34:34
laren3-24;?;206576.055;189649.655;22.176;0.012;0.015;1.181;25;2024-09-17;13:34:48
laren3-25;?;206576.169;189649.314;22.953;0.014;0.009;1.171;26;2024-09-17;13:35:16
laren3-26;?;206574.466;189652.864;22.724;0.018;0.014;1.227;22;2024-09-17;13:36:24
laren3-27;?;206574.143;189651.737;22.066;0.009;0.012;1.227;23;2024-09-17;13:36:40
laren3-28;?;206573.449;189650.779;22.471;0.008;0.010;1.178;24;2024-09-17;13:36:54
laren3-29;?;206573.223;189649.938;22.326;0.008;0.010;1.178;24;2024-09-17;13:37:09
laren3-30;?;206573.105;189649.209;22.776;0.012;0.009;1.174;25;2024-09-17;13:37:37
laren3-31;?;206570.540;189655.762;22.865;0.025;0.017;1.194;22;2024-09-17;13:40:47
laren3-32;?;206569.923;189655.218;22.155;0.016;0.016;1.091;22;2024-09-17;13:41:04
laren3-33;?;206568.364;189654.355;22.070;0.007;0.010;1.066;24;2024-09-17;13:41:26
laren3-34;?;206567.594;189653.952;22.255;0.010;0.010;1.067;24;2024-09-17;13:41:40
laren3-35;?;206567.136;189653.709;22.517;0.013;0.009;1.059;25;2024-09-17;13:41:54
laren3-36;?;206570.285;189663.627;22.942;0.010;0.009;1.067;24;2024-09-17;13:44:25
laren3-37;?;206569.554;189663.802;22.779;0.008;0.009;1.068;24;2024-09-17;13:44:37
laren3-38;?;206568.227;189663.992;22.701;0.007;0.009;1.063;25;2024-09-17;13:44:52
laren3-39;?;206567.230;189664.118;22.553;0.008;0.009;1.063;26;2024-09-17;13:45:05
laren3-40;?;206566.302;189664.168;22.534;0.015;0.010;1.064;26;2024-09-17;13:45:18
laren3-41;?;206570.953;189667.995;22.760;0.009;0.009;1.064;26;2024-09-17;13:45:56
laren3-42;?;206569.761;189668.231;22.727;0.011;0.010;1.065;26;2024-09-17;13:46:29
laren3-43;?;206568.635;189668.397;22.765;0.012;0.010;1.065;26;2024-09-17;13:46:43
laren3-44;?;206567.507;189668.880;22.620;0.009;0.010;1.065;26;2024-09-17;13:46:55
laren3-45;?;206566.280;189669.640;22.806;0.024;0.010;1.065;26;2024-09-17;13:47:09
laren3-46;?;206571.889;189671.641;22.782;0.014;0.010;1.065;26;2024-09-17;13:47:48
laren3-47;?;206571.143;189672.041;22.603;0.009;0.011;1.066;26;2024-09-17;13:48:01
laren3-48;?;206570.083;189672.621;22.767;0.008;0.011;1.066;26;2024-09-17;13:48:15
laren3-49;?;206569.481;189673.067;22.845;0.008;0.011;1.066;26;2024-09-17;13:48:31
laren3-50;?;206568.686;189673.435;22.932;0.011;0.011;1.066;26;2024-09-17;13:48:46
laren3-51;?;206573.749;189675.657;22.823;0.009;0.011;1.066;26;2024-09-17;13:49:20
laren3-52;?;206573.211;189676.067;22.541;0.009;0.011;1.066;26;2024-09-17;13:49:33
