INDIVIDUAL MEASUREMENTS
Name;Code;Easting;Northing;Elevation;HzPrec;VtPrec;PDOP;satellites;Date;Time
controle3-54;?;205809.754;188378.411;21.507;0.009;0.012;1.075;24;2024-09-04;11:57:43
controle3-55;?;205809.288;188378.963;21.564;0.009;0.012;1.075;24;2024-09-04;11:57:57
controle3-56;?;205814.246;188378.273;21.682;0.009;0.012;1.129;23;2024-09-04;11:58:36
controle3-57;?;205813.630;188379.186;21.460;0.009;0.011;1.128;24;2024-09-04;11:58:52
controle3-58;?;205813.137;188379.944;21.505;0.009;0.012;1.075;24;2024-09-04;11:59:07
controle3-59;?;205812.725;188380.667;21.486;0.009;0.012;1.075;24;2024-09-04;11:59:21
controle3-60;?;205812.261;188381.221;21.538;0.009;0.012;1.075;24;2024-09-04;11:59:37
controle3-61;?;205816.418;188380.022;21.607;0.009;0.012;1.075;24;2024-09-04;12:00:08
controle3-62;?;205815.976;188380.867;21.382;0.009;0.012;1.075;24;2024-09-04;12:00:24
controle3-63;?;205815.455;188381.456;21.428;0.009;0.012;1.074;24;2024-09-04;12:00:40
controle3-64;?;205814.906;188382.136;21.489;0.009;0.012;1.074;24;2024-09-04;12:00:55
controle3-65;?;205814.436;188382.797;21.565;0.009;0.012;1.074;24;2024-09-04;12:01:08
controle3-66;?;205819.597;188381.618;21.618;0.009;0.012;1.074;24;2024-09-04;12:01:45
controle3-67;?;205819.191;188382.476;21.516;0.009;0.012;1.123;23;2024-09-04;12:01:59
controle3-68;?;205818.605;188383.429;21.512;0.009;0.012;1.122;23;2024-09-04;12:02:14
controle3-69;?;205818.041;188384.092;21.637;0.009;0.012;1.122;23;2024-09-04;12:02:30
controle3-70;?;205817.576;188384.890;21.706;0.009;0.013;1.121;23;2024-09-04;12:02:45
controle3-71;?;205822.565;188383.352;21.759;0.009;0.012;1.072;24;2024-09-04;12:03:39
controle3-72;?;205822.118;188384.131;21.520;0.009;0.011;1.072;24;2024-09-04;12:03:53
controle3-73;?;205821.424;188384.984;21.586;0.009;0.011;1.118;23;2024-09-04;12:04:09
controle3-74;?;205820.814;188385.906;21.616;0.008;0.011;1.118;23;2024-09-04;12:04:25
controle3-75;?;205820.243;188386.574;21.574;0.009;0.011;1.118;23;2024-09-04;12:04:43
controle4-1;?;205867.078;188413.388;21.720;0.010;0.014;1.078;24;2024-09-04;12:11:32
controle4-2;?;205866.547;188414.151;21.558;0.010;0.014;1.078;24;2024-09-04;12:11:51
controle4-3;?;205865.935;188415.040;21.541;0.010;0.014;1.078;24;2024-09-04;12:12:08
controle4-4;?;205865.319;188415.978;21.646;0.010;0.014;1.078;24;2024-09-04;12:12:26
controle4-5;?;205864.812;188416.620;21.682;0.010;0.014;1.077;24;2024-09-04;12:12:44
controle4-6;?;205869.874;188415.355;21.743;0.010;0.015;1.076;24;2024-09-04;12:13:26
controle4-7;?;205869.528;188416.254;21.592;0.010;0.015;1.076;25;2024-09-04;12:13:41
controle4-8;?;205868.847;188416.985;21.453;0.010;0.014;0.981;25;2024-09-04;12:13:58
controle4-9;?;205868.347;188417.862;21.537;0.010;0.015;0.982;25;2024-09-04;12:14:18
controle4-10;?;205867.880;188418.553;21.644;0.010;0.015;0.982;25;2024-09-04;12:14:34
controle4-11;?;205872.474;188416.742;21.866;0.011;0.015;0.982;25;2024-09-04;12:15:11
controle4-12;?;205871.904;188417.562;21.646;0.011;0.016;0.982;25;2024-09-04;12:15:28
controle4-13;?;205871.562;188418.400;21.605;0.011;0.017;0.982;25;2024-09-04;12:15:47
controle4-14;?;205871.068;188419.189;21.657;0.009;0.012;1.020;24;2024-09-04;12:16:04
controle4-15;?;205870.766;188420.111;21.689;0.009;0.013;1.021;24;2024-09-04;12:16:28
controle4-16;?;205875.430;188418.698;21.710;0.010;0.014;1.021;24;2024-09-04;12:17:34
controle4-17;?;205874.813;188419.486;21.564;0.010;0.014;1.021;24;2024-09-04;12:17:50
controle4-18;?;205874.271;188420.211;21.552;0.010;0.014;1.021;24;2024-09-04;12:18:05
controle4-19;?;205873.813;188421.058;21.565;0.010;0.014;1.022;24;2024-09-04;12:18:20
controle4-20;?;205873.461;188421.615;21.707;0.010;0.014;1.022;24;2024-09-04;12:18:34
controle4-21;?;205878.470;188420.633;21.845;0.009;0.012;1.022;24;2024-09-04;12:19:10
controle4-22;?;205878.038;188421.324;21.502;0.009;0.012;1.022;24;2024-09-04;12:19:24
controle4-23;?;205877.354;188422.068;21.543;0.009;0.012;1.022;24;2024-09-04;12:19:39
controle4-24;?;205876.896;188422.793;21.542;0.009;0.013;1.022;24;2024-09-04;12:19:53
controle4-25;?;205876.624;188423.498;21.603;0.009;0.013;1.022;24;2024-09-04;12:20:06
controle4-26;?;205880.676;188421.709;21.749;0.009;0.013;1.022;24;2024-09-04;12:20:33
controle4-27;?;205880.213;188422.754;21.569;0.010;0.013;1.022;24;2024-09-04;12:20:50
controle4-28;?;205879.707;188423.370;21.616;0.010;0.013;1.022;24;2024-09-04;12:21:14
controle4-29;?;205879.195;188424.300;21.570;0.010;0.013;1.022;24;2024-09-04;12:21:36
controle4-30;?;205878.885;188424.887;21.610;0.010;0.013;1.022;24;2024-09-04;12:21:49
controle4-31;?;205883.999;188423.960;21.775;0.010;0.014;1.022;24;2024-09-04;12:22:20
controle4-32;?;205883.589;188424.946;21.608;0.010;0.014;1.022;24;2024-09-04;12:22:35
controle4-33;?;205883.048;188425.697;21.584;0.010;0.014;1.022;23;2024-09-04;12:22:52
controle4-34;?;205882.607;188426.497;21.525;0.010;0.014;1.022;23;2024-09-04;12:23:07
controle4-35;?;205882.158;188427.319;21.581;0.011;0.015;1.022;24;2024-09-04;12:23:24
controle4-36;?;205886.724;188425.747;21.725;0.009;0.012;1.049;23;2024-09-04;12:24:04
controle4-37;?;205886.349;188426.603;21.706;0.010;0.012;1.049;23;2024-09-04;12:24:18
controle4-38;?;205885.750;188427.380;21.578;0.010;0.012;1.049;23;2024-09-04;12:24:35
controle4-39;?;205885.179;188428.400;21.703;0.010;0.013;1.048;23;2024-09-04;12:24:55
controle4-40;?;205884.808;188428.995;21.759;0.010;0.013;1.048;23;2024-09-04;12:25:11
controle4-41;?;205889.629;188427.944;21.751;0.011;0.014;1.052;22;2024-09-04;12:25:46
controle4-42;?;205889.284;188428.767;21.645;0.011;0.015;1.046;23;2024-09-04;12:26:13
controle4-43;?;205888.587;188429.473;21.616;0.012;0.016;1.043;23;2024-09-04;12:28:03
controle4-44;?;205888.116;188430.230;21.742;0.012;0.017;1.018;24;2024-09-04;12:28:20
controle4-45;?;205887.647;188430.924;21.691;0.012;0.016;1.018;24;2024-09-04;12:28:34
controle4-46;?;205892.456;188429.510;21.764;0.013;0.018;1.079;21;2024-09-04;12:29:11
controle4-47;?;205892.010;188430.413;21.643;0.014;0.018;1.079;22;2024-09-04;12:29:26
controle4-48;?;205891.522;188431.289;21.648;0.014;0.018;1.079;22;2024-09-04;12:29:41
controle4-49;?;205890.969;188432.091;21.705;0.013;0.017;1.033;23;2024-09-04;12:29:56
controle4-50;?;205890.497;188432.791;21.670;0.012;0.017;1.033;23;2024-09-04;12:30:10
controle4-51;?;205895.137;188430.947;21.880;0.033;0.037;1.480;20;2024-09-04;12:32:03
controle4-52;?;205894.670;188431.911;21.643;0.056;0.065;1.211;20;2024-09-04;12:32:52
controle4-53;?;205894.150;188432.941;21.557;0.030;0.028;1.147;20;2024-09-04;12:33:34
controle4-54;?;205892.954;188433.879;21.762;0.016;0.021;1.100;22;2024-09-04;12:33:55
controle4-55;?;205892.544;188434.498;21.982;0.012;0.015;1.099;22;2024-09-04;12:34:43
controle4-56;?;205898.324;188433.214;21.769;0.030;0.044;1.098;21;2024-09-04;12:35:46
controle4-57;?;205898.096;188433.996;21.497;0.030;0.032;1.204;21;2024-09-04;12:36:15
controle4-58;?;205897.501;188434.941;21.508;0.018;0.026;1.267;20;2024-09-04;12:36:48
controle4-59;?;205897.101;188435.896;21.592;0.016;0.022;1.155;21;2024-09-04;12:37:10
controle4-60;?;205896.560;188436.731;21.743;0.016;0.024;1.276;20;2024-09-04;12:37:31
controle4-61;?;205900.954;188434.332;21.880;0.023;0.033;1.198;20;2024-09-04;12:38:40
controle4-62;?;205900.375;188435.143;21.606;0.014;0.023;1.168;21;2024-09-04;12:39:07
controle4-63;?;205899.698;188435.964;21.636;0.016;0.023;1.269;20;2024-09-04;12:39:31
controle4-64;?;205899.015;188437.011;21.797;0.012;0.018;1.118;22;2024-09-04;12:39:48
controle4-65;?;205898.417;188437.953;21.797;0.015;0.025;1.118;22;2024-09-04;12:40:11
controle4-66;?;205903.943;188436.028;21.943;0.012;0.016;1.163;21;2024-09-04;12:42:00
controle4-67;?;205903.396;188437.220;21.578;0.012;0.015;1.163;22;2024-09-04;12:42:15
controle4-68;?;205903.019;188438.100;21.592;0.011;0.015;1.142;21;2024-09-04;12:42:31
controle4-69;?;205902.496;188439.029;21.932;0.013;0.021;1.114;22;2024-09-04;12:42:57
controle4-70;?;205901.931;188439.696;21.682;0.012;0.019;1.114;22;2024-09-04;12:43:18
controle4-71;?;205906.652;188437.666;21.688;0.009;0.012;1.208;21;2024-09-04;12:43:59
controle4-72;?;205906.320;188438.493;21.601;0.009;0.012;1.298;20;2024-09-04;12:44:15
controle4-73;?;205906.043;188439.657;21.758;0.011;0.017;1.182;22;2024-09-04;12:44:28
controle4-74;?;205905.435;188440.535;21.781;0.009;0.012;1.252;22;2024-09-04;12:44:45
controle4-75;?;205904.827;188441.479;21.642;0.009;0.012;1.182;22;2024-09-04;12:45:02
controle5-1;?;205954.346;188460.934;21.673;0.011;0.011;1.116;20;2024-09-05;09:51:19
controle5-2;?;205953.991;188461.845;21.526;0.010;0.011;1.102;21;2024-09-05;09:51:34
controle5-3;?;205953.583;188462.563;21.607;0.011;0.011;1.102;21;2024-09-05;09:51:50
controle5-4;?;205953.054;188463.583;21.631;0.010;0.010;1.101;21;2024-09-05;09:52:03
controle5-5;?;205952.636;188464.257;21.736;0.010;0.010;1.101;21;2024-09-05;09:52:16
controle5-6;?;205957.301;188462.399;21.649;0.010;0.011;1.099;21;2024-09-05;09:52:47
controle5-7;?;205956.818;188463.069;21.473;0.010;0.011;1.098;21;2024-09-05;09:53:07
controle5-8;?;205956.431;188463.884;21.618;0.010;0.011;1.098;21;2024-09-05;09:53:21
controle5-9;?;205956.088;188464.640;21.791;0.010;0.011;1.097;21;2024-09-05;09:53:41
controle5-10;?;205955.749;188465.448;21.681;0.010;0.011;1.096;21;2024-09-05;09:53:54
controle5-11;?;205960.385;188463.473;21.788;0.011;0.011;1.095;21;2024-09-05;09:54:19
controle5-12;?;205960.119;188464.317;21.595;0.012;0.011;1.094;21;2024-09-05;09:54:32
controle5-13;?;205959.730;188465.236;21.765;0.012;0.012;1.094;21;2024-09-05;09:54:45
controle5-14;?;205959.080;188466.236;21.768;0.013;0.012;1.093;21;2024-09-05;09:54:58
controle5-15;?;205958.673;188467.013;21.812;0.013;0.012;1.092;21;2024-09-05;09:55:11
controle5-16;?;205963.411;188464.592;21.779;0.013;0.013;1.091;21;2024-09-05;09:55:35
controle5-17;?;205963.305;188465.136;21.693;0.014;0.013;1.091;21;2024-09-05;09:55:46
controle5-18;?;205962.659;188466.489;21.700;0.014;0.013;1.090;21;2024-09-05;09:56:00
controle5-19;?;205962.020;188467.646;21.765;0.014;0.013;1.089;21;2024-09-05;09:56:12
controle5-20;?;205961.757;188468.411;21.785;0.013;0.013;1.089;21;2024-09-05;09:56:26
controle5-21;?;205966.460;188466.028;21.719;0.011;0.011;1.087;21;2024-09-05;09:56:49
controle5-22;?;205966.157;188466.970;21.618;0.011;0.012;1.087;21;2024-09-05;09:57:02
controle5-23;?;205965.659;188468.041;21.814;0.011;0.012;1.086;21;2024-09-05;09:57:16
controle5-24;?;205965.212;188468.916;21.729;0.012;0.012;1.085;21;2024-09-05;09:57:37
controle5-25;?;205964.879;188469.612;21.779;0.012;0.012;1.084;21;2024-09-05;09:57:56
controle5-26;?;205969.483;188467.281;21.768;0.011;0.012;1.082;21;2024-09-05;09:58:27
controle5-27;?;205969.184;188468.308;21.615;0.011;0.012;1.081;21;2024-09-05;09:58:46
controle5-28;?;205968.803;188469.371;21.780;0.012;0.012;1.137;20;2024-09-05;09:59:00
controle5-29;?;205968.315;188470.202;21.830;0.012;0.013;1.136;20;2024-09-05;09:59:14
controle5-30;?;205967.979;188470.986;21.798;0.011;0.011;1.135;20;2024-09-05;09:59:27
controle5-31;?;205972.731;188468.727;21.681;0.011;0.011;1.133;20;2024-09-05;09:59:53
controle5-32;?;205972.407;188469.683;21.688;0.011;0.011;1.132;20;2024-09-05;10:00:06
controle5-33;?;205972.094;188470.629;21.826;0.011;0.011;1.131;20;2024-09-05;10:00:22
controle5-34;?;205971.577;188471.685;21.758;0.011;0.011;1.129;20;2024-09-05;10:00:37
controle5-35;?;205971.202;188472.392;21.723;0.012;0.012;1.128;20;2024-09-05;10:00:50
controle5-36;?;205975.660;188470.107;21.707;0.013;0.013;1.126;20;2024-09-05;10:01:12
controle5-37;?;205975.344;188471.003;21.555;0.014;0.014;1.250;19;2024-09-05;10:01:25
controle5-38;?;205974.911;188471.913;21.796;0.015;0.014;1.249;19;2024-09-05;10:01:40
controle5-39;?;205974.543;188472.875;21.871;0.014;0.014;1.247;19;2024-09-05;10:01:55
controle5-40;?;205974.218;188473.579;21.719;0.014;0.014;1.245;19;2024-09-05;10:02:15
controle5-41;?;205978.489;188471.560;21.632;0.011;0.012;1.241;19;2024-09-05;10:02:45
controle5-42;?;205978.248;188472.439;21.538;0.012;0.012;1.240;19;2024-09-05;10:03:00
controle5-43;?;205977.904;188473.367;21.692;0.012;0.012;1.238;19;2024-09-05;10:03:15
controle5-44;?;205977.515;188474.319;21.679;0.012;0.013;1.236;19;2024-09-05;10:03:30
controle5-45;?;205977.273;188474.926;21.696;0.012;0.013;1.235;19;2024-09-05;10:03:44
controle5-46;?;205981.750;188472.777;21.710;0.013;0.014;1.232;19;2024-09-05;10:04:12
controle5-47;?;205981.345;188473.617;21.588;0.013;0.014;1.229;19;2024-09-05;10:04:29
controle5-48;?;205980.864;188474.607;21.670;0.013;0.013;1.198;20;2024-09-05;10:04:43
controle5-49;?;205980.414;188475.615;21.729;0.013;0.014;1.196;20;2024-09-05;10:05:01
controle5-50;?;205980.146;188476.057;21.781;0.013;0.014;1.195;20;2024-09-05;10:05:15
controle5-51;?;205984.648;188474.206;21.731;0.014;0.015;1.192;20;2024-09-05;10:05:42
controle5-52;?;205984.418;188475.035;21.478;0.014;0.015;1.191;20;2024-09-05;10:05:56
controle5-53;?;205983.956;188475.910;21.577;0.015;0.015;1.190;20;2024-09-05;10:06:12
controle5-54;?;205983.527;188476.757;21.827;0.014;0.015;1.188;20;2024-09-05;10:06:28
controle5-55;?;205983.202;188477.353;21.789;0.014;0.015;1.187;20;2024-09-05;10:06:43
controle5-56;?;205987.790;188475.636;21.790;0.011;0.011;1.184;20;2024-09-05;10:07:08
controle5-57;?;205987.603;188476.560;21.595;0.011;0.011;1.183;20;2024-09-05;10:07:23
controle5-58;?;205987.208;188477.495;21.656;0.011;0.011;1.181;20;2024-09-05;10:07:39
controle5-59;?;205986.747;188478.517;21.779;0.010;0.011;1.180;20;2024-09-05;10:07:57
controle5-60;?;205986.459;188479.133;21.757;0.010;0.010;1.178;20;2024-09-05;10:08:12
controle5-61;?;205990.894;188476.767;21.838;0.011;0.011;1.033;22;2024-09-05;10:08:39
controle5-62;?;205990.646;188477.629;21.617;0.010;0.010;1.033;22;2024-09-05;10:08:52
controle5-63;?;205990.175;188478.715;21.632;0.010;0.010;1.033;22;2024-09-05;10:09:08
controle5-64;?;205989.693;188479.632;21.717;0.010;0.010;1.032;22;2024-09-05;10:09:25
controle5-65;?;205989.488;188480.156;21.708;0.010;0.010;1.032;22;2024-09-05;10:09:38
controle5-66;?;205994.007;188478.229;21.807;0.010;0.010;1.032;22;2024-09-05;10:09:58
controle5-67;?;205993.827;188478.981;21.527;0.010;0.010;1.032;22;2024-09-05;10:10:14
controle5-68;?;205993.433;188480.037;21.418;0.010;0.010;1.032;22;2024-09-05;10:10:29
controle5-69;?;205992.752;188480.790;21.733;0.010;0.010;1.031;22;2024-09-05;10:10:54
controle5-70;?;205992.442;188481.405;21.800;0.011;0.011;1.031;22;2024-09-05;10:11:07
controle5-71;?;205997.000;188479.510;21.871;0.011;0.010;1.044;21;2024-09-05;10:11:39
controle5-72;?;205996.655;188480.490;21.604;0.010;0.010;1.030;22;2024-09-05;10:11:53
controle5-73;?;205996.315;188481.168;21.531;0.010;0.010;1.043;21;2024-09-05;10:12:09
controle5-74;?;205995.982;188481.939;21.622;0.010;0.010;1.029;22;2024-09-05;10:12:28
controle5-75;?;205995.593;188482.773;21.834;0.010;0.010;1.029;22;2024-09-05;10:12:47
controle6-1;?;206044.258;188501.814;21.426;0.010;0.012;1.214;22;2024-09-05;11:54:14
controle6-2;?;206043.954;188502.606;21.613;0.012;0.011;1.214;22;2024-09-05;11:54:34
controle6-3;?;206043.555;188503.515;21.881;0.009;0.011;1.215;22;2024-09-05;11:54:49
controle6-4;?;206043.052;188504.423;21.835;0.010;0.011;1.215;22;2024-09-05;11:55:01
controle6-5;?;206042.757;188505.012;21.788;0.009;0.011;1.215;22;2024-09-05;11:55:13
controle6-6;?;206047.415;188503.052;21.766;0.009;0.011;1.215;22;2024-09-05;11:55:33
controle6-7;?;206047.146;188503.953;21.746;0.008;0.010;1.216;22;2024-09-05;11:55:47
controle6-8;?;206046.794;188504.630;21.851;0.008;0.010;1.216;22;2024-09-05;11:56:02
controle6-9;?;206046.274;188505.519;21.783;0.008;0.010;1.216;22;2024-09-05;11:56:16
controle6-10;?;206045.942;188506.231;21.723;0.008;0.010;1.216;22;2024-09-05;11:56:28
controle6-11;?;206050.471;188504.281;21.731;0.008;0.010;1.216;22;2024-09-05;11:56:54
controle6-12;?;206050.231;188505.063;21.804;0.008;0.010;1.217;22;2024-09-05;11:57:08
controle6-13;?;206049.864;188506.010;21.897;0.008;0.010;1.217;22;2024-09-05;11:57:24
controle6-14;?;206049.435;188506.816;21.900;0.008;0.010;1.217;22;2024-09-05;11:57:40
controle6-15;?;206048.896;188507.632;21.802;0.008;0.010;1.217;22;2024-09-05;11:57:52
controle6-16;?;206053.518;188505.433;21.878;0.008;0.010;1.217;22;2024-09-05;11:58:14
controle6-17;?;206053.071;188506.461;21.895;0.008;0.010;1.217;22;2024-09-05;11:58:29
controle6-18;?;206052.624;188507.371;21.834;0.008;0.010;1.217;22;2024-09-05;11:58:45
controle6-19;?;206052.154;188508.248;21.805;0.008;0.010;1.217;22;2024-09-05;11:59:11
controle6-20;?;206051.786;188509.049;21.799;0.008;0.010;1.217;22;2024-09-05;11:59:24
controle6-21;?;206056.466;188506.970;21.780;0.008;0.010;1.182;23;2024-09-05;11:59:46
controle6-22;?;206056.082;188507.711;21.808;0.008;0.010;1.182;23;2024-09-05;12:00:00
controle6-23;?;206055.754;188508.579;21.842;0.008;0.010;1.182;23;2024-09-05;12:00:15
controle6-24;?;206055.153;188509.577;21.745;0.008;0.009;1.182;23;2024-09-05;12:00:29
controle6-25;?;206054.779;188510.387;21.711;0.008;0.009;1.181;23;2024-09-05;12:00:40
controle6-26;?;206059.246;188508.637;21.894;0.008;0.009;1.181;23;2024-09-05;12:01:03
controle6-27;?;206058.998;188509.297;21.728;0.008;0.009;1.181;23;2024-09-05;12:01:16
controle6-28;?;206058.645;188510.160;21.776;0.008;0.009;1.180;23;2024-09-05;12:01:32
controle6-29;?;206058.272;188510.983;21.765;0.008;0.009;1.180;23;2024-09-05;12:01:48
controle6-30;?;206057.843;188511.779;21.705;0.008;0.009;1.180;23;2024-09-05;12:02:00
controle6-31;?;206062.150;188510.084;21.831;0.008;0.009;1.179;23;2024-09-05;12:02:25
controle6-32;?;206062.004;188510.878;21.870;0.008;0.009;1.179;23;2024-09-05;12:02:43
controle6-33;?;206061.692;188511.687;21.731;0.007;0.009;1.178;23;2024-09-05;12:02:57
controle6-34;?;206061.162;188512.787;21.569;0.007;0.009;1.178;23;2024-09-05;12:03:22
controle6-35;?;206060.811;188513.425;21.686;0.008;0.009;1.177;23;2024-09-05;12:03:33
controle6-36;?;206065.353;188511.579;21.842;0.008;0.009;1.177;23;2024-09-05;12:03:58
controle6-37;?;206064.996;188512.554;21.882;0.008;0.009;1.176;23;2024-09-05;12:04:11
controle6-38;?;206064.671;188513.419;21.862;0.008;0.009;1.176;23;2024-09-05;12:04:24
controle6-39;?;206064.212;188514.395;21.788;0.008;0.009;1.175;23;2024-09-05;12:04:39
controle6-40;?;206063.745;188515.149;21.813;0.008;0.009;1.175;23;2024-09-05;12:04:52
controle6-41;?;206068.297;188513.187;21.820;0.008;0.009;1.174;23;2024-09-05;12:05:22
controle6-42;?;206068.085;188513.896;21.749;0.008;0.009;1.173;23;2024-09-05;12:05:35
controle6-43;?;206067.735;188514.900;21.895;0.008;0.009;1.173;23;2024-09-05;12:05:50
controle6-44;?;206067.387;188515.778;21.817;0.008;0.009;1.172;23;2024-09-05;12:06:04
controle6-45;?;206066.912;188516.598;21.927;0.008;0.009;1.172;23;2024-09-05;12:06:20
controle6-46;?;206071.270;188514.577;21.769;0.008;0.009;1.171;23;2024-09-05;12:06:45
controle6-47;?;206070.896;188515.424;21.840;0.008;0.009;1.170;23;2024-09-05;12:06:57
controle6-48;?;206070.604;188516.233;21.881;0.008;0.009;1.170;24;2024-09-05;12:07:12
controle6-49;?;206070.258;188517.251;21.812;0.007;0.009;1.149;24;2024-09-05;12:07:29
controle6-50;?;206069.769;188518.142;21.735;0.008;0.009;1.149;24;2024-09-05;12:07:41
controle6-51;?;206074.232;188515.963;21.764;0.008;0.009;1.180;24;2024-09-05;12:08:07
controle6-52;?;206073.858;188516.843;21.847;0.007;0.009;1.148;24;2024-09-05;12:08:21
controle6-53;?;206073.608;188517.727;21.894;0.008;0.009;1.147;24;2024-09-05;12:08:37
controle6-54;?;206073.121;188518.766;21.755;0.008;0.009;1.147;24;2024-09-05;12:08:55
controle6-55;?;206072.613;188519.563;21.756;0.008;0.009;1.146;24;2024-09-05;12:09:06
controle6-56;?;206076.964;188517.743;21.763;0.008;0.009;1.145;24;2024-09-05;12:09:36
controle6-57;?;206076.815;188518.653;21.744;0.008;0.009;1.145;24;2024-09-05;12:09:48
controle6-58;?;206076.589;188519.326;21.713;0.007;0.009;1.144;24;2024-09-05;12:10:04
controle6-59;?;206076.064;188520.093;21.682;0.007;0.009;1.144;24;2024-09-05;12:10:21
controle6-60;?;206075.701;188520.785;21.703;0.007;0.009;1.143;24;2024-09-05;12:10:35
controle6-61;?;206080.018;188519.256;21.746;0.007;0.009;1.142;24;2024-09-05;12:10:57
controle6-62;?;206079.773;188519.959;21.864;0.007;0.009;1.142;24;2024-09-05;12:11:09
controle6-63;?;206079.411;188520.876;21.864;0.007;0.009;1.141;24;2024-09-05;12:11:24
controle6-64;?;206079.026;188521.627;21.729;0.008;0.009;1.141;24;2024-09-05;12:11:37
controle6-65;?;206078.686;188522.294;21.637;0.007;0.009;1.140;24;2024-09-05;12:11:52
controle6-66;?;206082.933;188520.723;21.799;0.007;0.009;1.172;23;2024-09-05;12:12:22
controle6-67;?;206082.536;188521.472;21.867;0.007;0.009;1.172;23;2024-09-05;12:12:36
controle6-68;?;206082.215;188522.323;21.893;0.008;0.009;1.171;23;2024-09-05;12:12:50
controle6-69;?;206081.874;188523.172;21.751;0.007;0.009;1.171;23;2024-09-05;12:13:06
controle6-70;?;206081.354;188523.953;21.657;0.007;0.009;1.170;23;2024-09-05;12:13:20
controle6-71;?;206085.961;188522.333;21.842;0.007;0.008;1.169;23;2024-09-05;12:13:47
controle6-72;?;206085.714;188523.228;21.800;0.007;0.009;1.168;23;2024-09-05;12:14:00
controle6-73;?;206085.381;188524.156;21.852;0.007;0.009;1.168;23;2024-09-05;12:14:13
controle6-74;?;206084.988;188524.979;21.818;0.008;0.009;1.167;23;2024-09-05;12:14:28
controle6-75;?;206084.509;188525.665;21.716;0.008;0.009;1.166;23;2024-09-05;12:14:41
test-thuis1;?;97622.173;183191.278;10.443;0.012;0.011;1.087;22;2024-09-06;09:22:20
test-thuis2;?;97616.465;183181.257;10.402;0.011;0.011;1.086;22;2024-09-06;09:22:47
test-thuis3;?;97676.059;183164.934;10.266;0.011;0.015;1.083;22;2024-09-06;09:24:16
schurfert2-1;?;203812.416;186936.054;20.224;0.015;0.041;1.125;22;2024-09-09;12:11:44
schurfert2-2;?;203811.348;186935.563;19.865;0.013;0.023;1.124;22;2024-09-09;12:12:07
schurfert2-3;?;203808.789;186934.709;19.038;0.023;0.023;1.145;21;2024-09-09;12:15:03
schurfert2-4;?;203808.792;186934.717;19.016;0.018;0.021;1.143;21;2024-09-09;12:15:34
schurfert2-5;?;203806.901;186934.783;19.974;0.011;0.013;1.142;21;2024-09-09;12:16:02
schurfert2-10;?;203806.483;186936.268;19.734;0.012;0.014;1.163;23;2024-09-09;12:17:10
schurfert2-9;?;203807.938;186936.883;19.070;0.009;0.012;1.140;24;2024-09-09;12:17:33
schurfert2-15;?;203805.774;186938.587;19.721;0.021;0.013;1.275;23;2024-09-09;12:18:37
schurfert2-14;?;203806.792;186939.266;19.659;0.011;0.013;1.135;24;2024-09-09;12:19:04
schurfert2-13;?;203807.218;186939.859;19.810;0.011;0.013;1.134;24;2024-09-09;12:19:27
schurfert2-12;?;203808.115;186940.725;20.021;0.010;0.013;1.132;24;2024-09-09;12:19:50
schurfert2-11;?;203808.990;186940.987;20.209;0.022;0.030;1.106;24;2024-09-09;12:27:44
schurfert2-6;?;203811.678;186938.279;20.271;0.020;0.034;1.196;23;2024-09-09;12:28:54
schurfert2-7;?;203810.820;186937.984;19.369;0.015;0.024;1.195;23;2024-09-09;12:29:17
schurfert2-8;?;203809.714;186937.650;19.150;0.024;0.021;1.210;22;2024-09-09;12:29:44
schurfert2-16;?;203807.119;186942.571;20.161;0.012;0.022;1.131;24;2024-09-09;12:30:47
schurfert2-17;?;203806.487;186941.989;20.079;0.012;0.021;1.130;24;2024-09-09;12:31:00
schurfert2-18;?;203805.915;186941.288;20.062;0.012;0.020;1.129;24;2024-09-09;12:31:13
schurfert2-19;?;203805.311;186940.691;20.000;0.012;0.020;1.128;24;2024-09-09;12:31:28
schurfert2-20;?;203804.761;186940.100;20.116;0.012;0.020;1.127;24;2024-09-09;12:31:43
schurfert2-21;?;203804.758;186944.366;20.265;0.012;0.021;1.125;24;2024-09-09;12:32:18
schurfert2-22;?;203804.208;186943.697;20.103;0.012;0.020;1.123;24;2024-09-09;12:32:31
schurfert2-23;?;203803.793;186942.993;20.099;0.012;0.020;1.122;24;2024-09-09;12:32:44
schurfert2-24;?;203803.385;186942.403;20.070;0.012;0.022;1.121;24;2024-09-09;12:32:58
schurfert2-25;?;203802.866;186941.772;20.379;0.012;0.022;1.120;24;2024-09-09;12:33:15
schurfert2-26;?;203802.396;186946.885;20.208;0.011;0.021;1.118;24;2024-09-09;12:33:43
schurfert2-27;?;203801.664;186946.254;20.104;0.011;0.020;1.117;24;2024-09-09;12:33:56
schurfert2-28;?;203801.119;186945.668;20.106;0.012;0.020;1.116;24;2024-09-09;12:34:09
schurfert2-29;?;203800.465;186944.986;20.119;0.012;0.020;1.115;24;2024-09-09;12:34:22
schurfert2-30;?;203799.987;186944.308;20.123;0.012;0.020;1.114;24;2024-09-09;12:34:36
schurfert2-31;?;203799.894;186949.308;20.090;0.011;0.019;1.112;24;2024-09-09;12:35:00
schurfert2-32;?;203799.068;186948.869;20.040;0.011;0.019;1.111;24;2024-09-09;12:35:12
